,mean_diff,percent_change,t_statistic,p_value,significant,cohens_d,ci_low,ci_high,baseline_mean,treatment_mean,baseline_std,treatment_std,baseline_n,treatment_n,time_baseline_mean_s,time_treatment_mean_s,time_diff_s,time_percent_change,time_baseline_std_s,time_treatment_std_s,time_t_statistic,time_p_value,time_significant,time_cohens_d,step_avg_baseline_ms,step_avg_treatment_ms,step_overhead_ms,step_overhead_percent,step_t_statistic,step_p_value,step_significant
p2_focal,0.898341666666667,26.743323534154495,205.39188003836904,1.9541326113765734e-05,True,186.54489393092862,0.8870984725827665,0.9095848607505675,3.3591249999999997,4.257466666666667,0.0008845903006476406,0.007536798613027262,4,3,835.24425,137.671,-697.5732499999999,-83.51727653318176,17.177628132253883,3.1960807248879055,-79.40684819559985,1.72232965993111e-06,True,-51.83181319230579,279.345,281.66333333333336,2.318333333333328,0.8299176048733028,0.464132399347318,0.6676429897308387,False
p2_linear,0.999341666666667,29.750058919113375,91.77543638133501,0.00011570995859157184,True,83.71010102304963,0.9713506307509794,1.0273327025823547,3.3591249999999997,4.358466666666667,0.0008845903006476406,0.01884471632403441,4,3,835.24425,134.38366666666667,-700.8605833333334,-83.91085402064526,17.177628132253883,0.523513450957407,-81.55107336762846,3.959881841518981e-06,True,-52.65727681538985,279.345,274.4866666666667,-4.8583333333333485,-1.7391875041018627,-1.6531683916793223,0.18911907804217368,False
p2_log,0.910541666666667,27.106513352931707,288.51516182957937,8.03810618251526e-06,True,260.8281062307996,0.9024290189497131,0.918654314383621,3.3591249999999997,4.269666666666667,0.0008845903006476406,0.005412331598611776,4,3,835.24425,136.809,-698.43525,-83.62047987759269,17.177628132253883,3.9391086555209416,-78.61000262386352,1.1172560946972037e-06,True,-51.59470517623398,279.345,279.41333333333336,0.06833333333332803,0.024461985477931596,0.01248814303053338,0.9907193586102943,False
p2_sqrt,0.9236083333333331,27.49550354134881,552.2835372162962,5.967150305798037e-07,True,487.40526784458035,0.919309434950673,0.9279072317159933,3.3591249999999997,4.282733333333333,0.0008845903006476406,0.0027934447074055646,4,3,835.24425,137.179,-698.06525,-83.57618145829798,17.177628132253883,2.672539429082385,-79.99543454345107,2.2199331510274636e-06,True,-52.04523845731343,279.345,280.2433333333333,0.8983333333332553,0.3215856139659758,0.20875191838299983,0.8436658564734398,False
